date,lambda
2020-07-07,0.298126157324
2020-07-08,0.317895641723
2020-07-09,0.28793442889
2020-07-10,0.312359930001
2020-07-13,0.270964228194
2020-07-14,0.310262607678
2020-07-15,0.347463459867
2020-07-16,0.357023864653
2020-07-17,0.355093124435
2020-07-20,0.398568719846
2020-07-21,0.395391370082
2020-07-22,0.392378781663
2020-07-23,0.341912190707
2020-07-24,0.339375785019
2020-07-27,0.339632040374
2020-07-28,0.325401587365
2020-07-29,0.369914316246
2020-07-30,0.391481874125
2020-07-31,0.441214450063
2020-08-03,0.484377499949
2020-08-04,0.586015531962
2020-08-05,0.566929857081
2020-08-06,0.583942226769
2020-08-07,0.530933386293
2020-08-10,0.55920374238
2020-08-11,0.571546722731
2020-08-12,0.569538629754
2020-08-13,0.653729567989
2020-08-14,0.646053528762
2020-08-17,0.611650908538
2020-08-18,0.582787242165
2020-08-19,0.593674620266
2020-08-20,0.578748485451
2020-08-21,0.590808265355
2020-08-24,0.701119081317
2020-08-25,0.679386736559
2020-08-26,0.719755335055
2020-08-27,0.705403072818
2020-08-28,0.688019060445
2020-08-31,0.679663389879
2020-09-01,0.723414199669
2020-09-02,0.736901452519
2020-09-03,0.589051842279
2020-09-04,0.561972963577
2020-09-08,0.477595429721
2020-09-09,0.53606732649
2020-09-10,0.461751677382
2020-09-11,0.454998258638
2020-09-14,0.494969126126
2020-09-15,0.52001993657
2020-09-16,0.498774309894
2020-09-17,0.472790294191
2020-09-18,0.439441754417
2020-09-21,0.41960931348
2020-09-22,0.451141496359
2020-09-23,0.405027037428
2020-09-24,0.395894567853
2020-09-25,0.450157622697
2020-09-28,0.513290749181
2020-09-29,0.484321418242
2020-09-30,0.545421489341
2020-10-01,0.615103939741
2020-10-02,0.563212324614
2020-10-05,0.574238340978
2020-10-06,0.545831665875
2020-10-07,0.643473247771
2020-10-08,0.640466179651
2020-10-09,0.647585290801
2020-10-12,0.663562787336
2020-10-13,0.649079749375
2020-10-14,0.600362962833
2020-10-15,0.601944729752
2020-10-16,0.594371612904
2020-10-19,0.557228415467
2020-10-20,0.551134532025
2020-10-21,0.555394421588
2020-10-22,0.562537458323
2020-10-23,0.567206973633
2020-10-26,0.49972634151
2020-10-27,0.474571017509
2020-10-28,0.371161832373
2020-10-29,0.396603008709
2020-10-30,0.369877523506
2020-11-02,0.377728100613
2020-11-03,0.418618282274
2020-11-04,0.485729233293
2020-11-05,0.539797161126
2020-11-06,0.531183758566
2020-11-09,0.557691826262
2020-11-10,0.559502487872
2020-11-11,0.577274990696
2020-11-12,0.546067194401
2020-11-13,0.582985194708
2020-11-16,0.594468912612
2020-11-17,0.579175329246
2020-11-18,0.547119240011
2020-11-19,0.569681283719
2020-11-20,0.554604249502
2020-11-23,0.564774432314
2020-11-24,0.589594327437
2020-11-25,0.578795806468
2020-11-27,0.573835156746
2020-11-30,0.572302182593
2020-12-01,0.630152825023
2020-12-02,0.654928852614
2020-12-03,0.635016566895
2020-12-04,0.656296334814
2020-12-07,0.624508100968
2020-12-08,0.64197234296
2020-12-09,0.622062984503
2020-12-10,0.61006933136
2020-12-11,0.58183557209
2020-12-14,0.569085310529
2020-12-15,0.585740203437
2020-12-16,0.590078387633
2020-12-17,0.608137714719
2020-12-18,0.585185354904
2020-12-21,0.559683486408
2020-12-22,0.551314604666
2020-12-23,0.554218038856
2020-12-24,0.549801595763
2020-12-28,0.575011775085
2020-12-29,0.585563824879
2020-12-30,0.581092182874
2020-12-31,0.575699714853
2021-01-04,0.553137079916
2021-01-05,0.563507244398
2021-01-06,0.588308423355
2021-01-07,0.616814274479
2021-01-08,0.613644854783
2021-01-11,0.602999993842
2021-01-12,0.584274265736
2021-01-13,0.595422997479
2021-01-14,0.579267351167
2021-01-15,0.534399654443
2021-01-19,0.546834692516
2021-01-20,0.594599952786
2021-01-21,0.59484978892
2021-01-22,0.58297672639
2021-01-25,0.619979734568
2021-01-26,0.662094944049
2021-01-27,0.557340891634
2021-01-28,0.588016871453
2021-01-29,0.522507363712
2021-02-01,0.620274640244
2021-02-02,0.63925994189
2021-02-03,0.599658489936
2021-02-04,0.598707711655
2021-02-05,0.600524558448
2021-02-08,0.637618160561
2021-02-09,0.613540353576
2021-02-10,0.60784718407
2021-02-11,0.594248297913
2021-02-12,0.612699760217
2021-02-16,0.605912431417
2021-02-17,0.613622800968
2021-02-18,0.587446241186
2021-02-19,0.593316758782
2021-02-22,0.601669996183
2021-02-23,0.705708062081
2021-02-24,0.829718653367
2021-02-25,0.76756564342
2021-02-26,0.889814478642
2021-03-01,0.982028477491
2021-03-02,0.83081850182
2021-03-03,0.877798284264
2021-03-04,0.718147722281
2021-03-05,0.880666589666
2021-03-08,0.91686811089
2021-03-09,1.2188463176
2021-03-10,1.09751080777
2021-03-11,1.29723716068
2021-03-12,1.67982921495
2021-03-15,1.46233474674
2021-03-16,2.0650198552
2021-03-17,1.89415142279
2021-03-18,2.08178491435
2021-03-19,2.06054958101
2021-03-22,2.30014114164
2021-03-23,2.40625316664
2021-03-24,2.15694172449
2021-03-25,2.13082017544
2021-03-26,1.99720958451
2021-03-29,2.17645192091
2021-03-30,2.02784963691
2021-03-31,2.12736966681
2021-04-01,2.44664931631
2021-04-05,2.41409505113
2021-04-06,2.49093058861
2021-04-07,2.2871306889
2021-04-08,2.31728066189
2021-04-09,2.21166564278
2021-04-12,2.13985480775
2021-04-13,2.21404352841
2021-04-14,2.05555540991
2021-04-15,2.24584395787
2021-04-16,2.23452917355
2021-04-19,2.08092596037
2021-04-20,2.15013877867
2021-04-21,2.40102493635
2021-04-22,2.23616398994
2021-04-23,2.29649628043
2021-04-26,2.23488104408
2021-04-27,2.15816810563
2021-04-28,2.18385456734
2021-04-29,2.09363144336
2021-04-30,2.10620713678
2021-05-03,2.31025128536
2021-05-04,2.24613934776
2021-05-05,2.20093731625
2021-05-06,2.28784163562
2021-05-07,2.26682153982
2021-05-10,2.11507592707
2021-05-11,2.06143712109
2021-05-12,2.05497722316
2021-05-13,2.23184821015
2021-05-14,2.24829364788
2021-05-17,2.21122389353
2021-05-18,2.0101540295
2021-05-19,2.05779651051
2021-05-20,2.02769548704
2021-05-21,2.07091672351
2021-05-24,2.11219120394
2021-05-25,2.03243221003
2021-05-26,1.96340467853
2021-05-27,1.98286343831
2021-05-28,1.95977243983
2021-06-01,1.93520756208
2021-06-02,1.89743384134
2021-06-03,1.80087450794
2021-06-04,1.87093241029
2021-06-07,1.73194432671
2021-06-08,1.66547741403
2021-06-09,1.70291126217
2021-06-10,1.76278216652
2021-06-11,2.27279343981
2021-06-14,2.2076574399
2021-06-15,2.14374111948
2021-06-16,1.99991013151
2021-06-17,2.02101916348
2021-06-18,1.92526307965
2021-06-21,2.04558057753
2021-06-22,2.03741510049
2021-06-23,2.00335745335
2021-06-24,2.23731687854
2021-06-25,2.1921995106
2021-06-28,2.3967983624
2021-06-29,2.31115960312
2021-06-30,2.22816362425
2021-07-01,2.22943618218
2021-07-02,2.24763432664
2021-07-06,2.13894349625
2021-07-07,2.23999559556
2021-07-08,2.12848134261
2021-07-09,2.23833517736
2021-07-12,2.19566029449
2021-07-13,2.23902948129
2021-07-14,2.16461070986
2021-07-15,2.08408160419
2021-07-16,2.05392959462
2021-07-19,1.91664435826
2021-07-20,1.95528949831
2021-07-21,1.99654419115
2021-07-22,1.97278777769
2021-07-23,2.12614801511
2021-07-26,2.18559503824
